number,comments,star
238,口味不错，可能是春节期间菜品不是很好,1.0
239,"今天来大学城朋友家玩，晚上到新开的龙湖U城逛街，然后朋友推荐去吃自助烤肉，一行人来到汉丽轩，通过美团购买直接少10元，好划算啊。菜品非常丰富，鸡肉、牛肉、鱼肉，秋刀鱼，鸡翅，扇贝等，看得眼花缭乱。凉菜不错，特别喜欢做的寿司，一点也不比料理店的差，吃了不少，水果也很多种类，蒸饺太好吃了，味道巴适得很。服务员收拾餐盘也很及时，整体来说，体验感很棒，这个价位千值万值，但是唯一不足的就是一只虾都没吃到，一出来就被抢光了，然后到我们吃完都没有在上过，我们6点去的，其实人还不算多，补货能及时点就好了，下次再来吃。",1.0
240,很不错了，吃了很多次了,1.0
241,一般拉萨而已，对于我们农村人开始分量很重要,0.0
242,环境挺好，调料不错，菜品种类多，水果也很新鲜，五星好评,1.0
243,菜品还好，水果饮料还行，新增的小火锅还是不错,-1.0
244,还不错，菜品也很新鲜，价格也合适！适合聚会！,0.0
245,看了评价很不错才去的，结果一般，19点45去的，有些品种都没有了。比如寿司就只有两种了，就没有再上了。味道一般，和其他烤肉没得区别。有点失望吧,-1.0
246,蛮好吃的，下次要空腹去吃哈哈哈,0.0
247,和男朋友来吃了无数次，喜欢口味重爱吃肉的朋友强推，五花肉特别好吃,1.0
248,一次团了5个卷，👬们都说很不错的,0.0
249,自助午餐的肉很多都是昨天剩下的，明显肉里面的水结冻在盘子里，就不是才拿出来的。热菜都是冰的，去过几次了，这次体验特别差，菜品也没有以前多了，不会再去了。,-1.0
250,菜品很多，很好吃，感觉肚子太小，吃不下太多，不过确实很好，很喜欢 #小糕点# #小点心# #布丁# #寿司蛋糕#,1.0
251,菜少后面也不供应了 而且烤肉的通风口也是坏的 到处都是烟子,-1.0
252,没有第一次去吃那么好吃了ｸﾞｯ!(๑•̀ㅂ•́)و✧😁,0.0
253,菜品不是很多,1.0
254,菜品不是很多,1.0
255,菜品不错，但熟食比较少，自己烤的很多。,1.0
256,比较满意，吃的种类比较多，还送了个煮的锅,1.0
257,还可以，适合一大群人聚餐，比较宽敞,0.0
258,觉得菜品很少 甜品无食欲。饮料压根就那几种无选择 味道也一般。好的东西都没有 感觉什么都没吃到。最关键是牛排还没有刀叉 用筷子不方便 里面有很多位置 结果外面还排队那么多 不知道的还以为在怎样呢。  对我来说 吃到的也算是差的了 唯一好的就是调料好了。肉类特别没吃的 还没有食欲 简直是醉了,-1.0
259,价格便宜东西一般般，就是希望下次去服务态度好一点,-1.0
260,大学城自助烧烤第一真不是假的，味道棒极了，菜品丰富，新鲜，去吃了好几次了，疯狂打Call，笔芯，笔芯 #牛肉# #五花肉# #肥牛# #大虾# #糕点# #甜品# #小蛋糕# #虾# #鸡腿# #蛋挞# #烤鸭# #北京烤鸭# #牛肉筋# #酱大骨# #牛肉片# #麻辣牛肉# #烤翅#,1.0
261,还可以，可能是现在快放假了，菜品不是特别新鲜,0.0
262,"？？看着锅起了好几次火停电烤肉串的那个女服务员态度差朋友们很不开心。。。虽然我喜欢吃他家的猕猴桃和蛋糕",-1.0
263,去了几次性价比比较高。人也很多……去的完了好多菜都没有了,0.0
264,太冷了，有一面墙相当于直接用的商场的玻璃，没有再封一下，导致下面冷风一直网上冲，太冷了。,-1.0
265,很好啊 都没吃多少 大家都不饿 菜品挺好的 只是饮料方面 要自己拿着被子一杯一杯的去接 不是很方便,0.0
266,第二次去了，很满意，菜品很丰富，管饱，环境也很好,1.0
267,菜品很多，鸡翅和鸡腿很好吃，还有鲜榨果汁，现场制作烤鸭，牛排，我最喜欢里面的五花肉！！！！ #五花肉# #大虾# #鸡腿# #鲜榨果汁# #烤鸭#,1.0
268,好评。,1.0
269,还行，有些菜不太新鲜，不过人好多,-1.0
270,菜品不错，就是环境一般，桌子，椅子感觉有点旧了，服务还不错，菜品也很多，味道也还可以，团购的价格很便宜，有些东西感觉还没吃到就吃饱了😊有机会还会再去！,0.0
271,还可以，不错的，有机会会再去吃的。,0.0
272,感觉还行吧  菜品点心这些还是很多 没试过的小伙伴可以试试,1.0
273,以前是沙坪坝的长客，今天在大学城吃的，都不错,0.0
274,菜品有那么多，味道一般。。。。。,-1.0
275,第三去了，菜品很丰富，味道也可以，是聚会的好去处,1.0
276,刚走进汉丽轩的门口还是很不错的进去就不如想象啦。有的烤肉还是很不错的 #燕子鱼# #抹茶蛋糕#,0.0
277,烤肉的菜品比较少，小吃，熟食一类的比较多，而且肉片都很厚，吃一片就比较腻，本来很喜欢吃肥牛的，结果这次只吃了一些就腻了，有点厚，而且味道也比较一般,-1.0
278,有的人员态度不好，肉类也不好，看起来不是很合胃口,-1.0
279,菜品非常不错哟，肉类都是常规的冷冻肉，蔬菜水果就很新鲜了。糕点饮料冰激凌都有而且味道都很棒。来过好多次了，满意。,1.0
280,感觉很不错菜品很多也很齐，感觉很划算很好吃。就是去的时候可能没开空调冬天感觉有点冷 #小点心# #牛排#,1.0
281,感觉还可以吧，本来是订的晚餐的，31号晚上去人太多了，就1号中午去的，人不算太多，菜品挺足的，烤鸭挺不错的， #锅包肉# #慕斯蛋糕# #烤鸭# #酸萝卜# #大生蚝#,0.0
282,看评论觉得还可以，去吃的时候真的很失望，腌肉还有坏的，生蚝就是粉丝连蒜茸都没有，糕点全是成本，牛排问了几次都是等一会，最后一次去问说到时间他们要六点过才有，我们进去到离店半个小时都没有，看似很多菜，能吃的真的很少，从来不差评的，结果和朋友在楼下吃小面，真是心塞。,-1.0
283,这是第二次去  之前觉得特别不错 这次去了回来拉肚子  没有以前好了,-1.0
284,一如既往吧，菜品很丰富，人很多，吃过很多次了，零食点心之类的比烤肉好吃。,-1.0
285,菜品很丰富，还可以哟 #五花肉# #牛肉# #肥牛# #蛋挞# #冰激凌# #北京烤鸭# #东坡肉# #椰奶# #烤金针菇# #爬爬虾# #鲜榨西瓜汁西米露# #汉堡三明治# #水果～～# #火龙果# #哈密瓜火龙果# #豆腐#,1.0
286,环境不错，凉菜好吃。但是火锅味道是真心不好。甜品也不错， #寿司卷# #哈密瓜火龙果# #小糕点# #生蚝扇贝#,0.0
287,就是饮料喝完了都没有加了，接出来都是白开水了,1.0
288,菜品比较多，菜肉都很齐全，甜品什么都有，挺好的，好吃不贵，下次还会再去吃,1.0
289,人超多，油烟味儿有点儿重，总体来说还可以啦,0.0
290,感觉没想象中的好，如果是吃菜品，挺多的，比其他大学城很多家的菜品都多，就是有的炒菜冷了不好吃，然后烤肉感觉油都跑走了，可能刚好坐的桌子有问题,-1.0
291,很好吃，菜品很多，糕点也多，吃一会儿就吃饱了，比以前吃过的自助餐都要好 #五花肉# #慕斯蛋糕# #韩式烤肉# #可丽饼小泡芙#,1.0
292,菜都冷了，里面也冷，不怎么对得起这个价钱,-1.0
293,菜很少 环境一般 辣椒太辣 不太推荐,-1.0
294,，，，晚上去的，什么都很少，水都只有白开水了，肉只有剩下的几片黑黑的，也不加，看着都吃不下,-1.0
295,菜品很丰富，种类齐全花样多，还有北京烤鸭和牛排等，最爱的当然是甜点，吃的好撑，服务周全 #锅包肉# #小蛋糕# #小点心# #牛排# #北京烤鸭#,1.0
296,一般般，没有酸奶，吃得一点都不开心，,-1.0
297,很不错，菜多，甜品也多,1.0
298,反正不怎么好吃，质量也不行，那烤肉什么的，吃完回去拉肚子😂,0.0
299,还行吧，小吃饮料品种挺多的，烤肉的味道一般。。鸡柳不错。尝试了一下秋刀鱼，太腥了，再也不想吃秋刀鱼。。,1.0
300,菜品好多啊，有我特别喜欢的鸭肠脑花，还有皮皮虾，现在想想都流口水。,1.0
301,味道可以,1.0
302,汤锅没有味道，饮料没有瓶装，供给量太少，菜品不是特别新鲜，服务人员太少，上菜速度太慢。,-1.0
303,#五花肉# #牛肉# #肥牛# #甜品# #培根肉# #猪眉肉# #鱼肉# #冰激凌# #西瓜汁# #鸡腿# #鸡肉# #炒鸡# #烧鸡可乐# #酸萝卜# #麻酱# #前菜# #耗儿鱼# #巴沙鱼# #章鱼小丸子# #寿司冰淇淋# #火腿肠# #韩式烤肉# #可丽饼小泡芙#,1.0
304,种类特别丰富，感觉味道也都不错，价格还特别实惠！推荐推荐果断好评！,1.0
305,菜品都很好，就是人多，要早点去，环境都很好看，有格调，下次再去。 #肥牛# #鸡皮# #鲜榨西瓜汁西米露#,1.0
306,好吃，真的好吃，想再去吃一次，但是没有时间，推荐饭点去，不然好吃的都可能没了,0.0
307,我个人觉得有时菜品不新鲜，个人认为哈。,-1.0
308,和室友一起去的，服务还不错，会有专门的服务员收桌子上的空盘子之类的，蛋糕还蛮好吃的！值得一试。,1.0
309,菜品口味不错，自己调酱就会很好吃。人多的时候虾这些不够吃，其他还好，北京烤鸭还凑合哟～,1.0
310,菜品非常丰富，有我喜欢的脑海，鸭肠，皮皮虾，棒棒哒！,1.0
311,很好吃的，环境也还行，但是烤鸭有点干，锅包肉略硬，其他都还蛮好的 #小点心# #石锅拌饭# #冰激凌# #拌菜# #寿司蛋糕# #章鱼小丸子# #驴打滚# #刨冰# #猕猴桃汁# #橙汁# #披萨饼# #水果～～# #桃子# #春卷# #火龙果# #奶茶# #糖醋里脊#,1.0
312,菜品丰富，新鲜，性价比非常高。,1.0
313,菜品就不用说了难吃的不行。全程吃哈密瓜。所有餐具小的可怜。海鲜全是冻硬的。生蚝都没洗过全是沙，热菜基本没吃根本没食欲。饮料全是饮料机的。进去灯光感觉没开完一样暗的不行，然后就是牛排没有，铁板那里那个风机一开声音大的要命。感觉像是在工地吃饭。很不爽的就餐体验,-1.0
314,去啦很多次啦   高点很多   带娃娃去的  宝贝很喜欢,1.0
315,唯一不好的就是冰淇淋根本挖不动,1.0
316,还可以，菜品不是很多，但还是能吃饱，有些厨师服务态度不太好,0.0
317,中午吃的，晚上了，烤盘都没有换，卫生特别特别差，爬爬虾超级小，而且不新鲜，菜品也好一般,-1.0
318,店里生意很好，以前很喜欢，但是这一次去有点失望，火锅不好吃,0.0
319,东西很多，但是肉类感觉不是很齐全很新鲜，每次去都是为了吃各种小零食,1.0
320,每次去大学城都基本上去吃的。菜品还是和以前一样 装修感觉就只换了桌子。,0.0
321,不错不错，来过几次了，今天又带友人一起来吃，海鲜不错，吃了很多，几百种菜品选择，希望老板能再多加几种饮品,1.0
322,服务员差，而且烤牛排的人就***瞧不起人，把牛排划成小块的分。看我多排队领了两块很不爽，太势力了。老子像差钱的人麦,-1.0
323,菜品都可以 基本可以满分 扣分的地方就是 北京烤鸭的师傅态度撇 感觉呛那个欠你钱一样 问个啥子 不回答都把你干瞪起 .,0.0
324,可以，性价比很高,1.0
325,晚上六点半去 人好多 在外面等了半个小时  菜品很全 喜欢吃小蛋糕,1.0
326,去了一次就不想去第二次  都是一个味,-1.0
327,菜品不错，挺喜欢的，带父母去的,1.0
328,还可以，就是有些肉有些辣,1.0
329,环境不是很卫生，食品不是很新鲜，在大学城，附近的学生去吃得多！,0.0
330,菜品确实很棒，不过确实是很自助了，哈哈，从头到尾都没有一个人管我们,1.0
331,味道还行，就是酒只有啤酒，很喜欢吃蛋糕凉凉的喜欢,1.0
332,去了很多次了，每次去都做得更好了，希望越来越好！,0.0
333,好久之前吃的了，忘了评价，今天清理手机里的照片才想起来，之前在欣阳广场那家吃过一次，这次店面时间久了，烤炉都旧了，周围都坑坑洼洼的，烤的还很慢。五花肉太厚，很难嚼，熟食不好，都是凉的，烤鸭不错，人多了得排队，他们家的东西都是腌制过的，可能是怕客人不会调味道，但是都有点咸，饮料都喝饱了，西瓜汁不错,0.0
334,很好吃  菜品也很多,1.0
335,都没多少东西，价格还算合理，应该会再去,0.0
336,菜的品种很多，成品类的味道很好，水果很新鲜，很赞，下次在来。,1.0
337,第一次去 照北方的自助餐差远了……失望,1.0
338, #五花肉# #牛肉# #培根# #小点心# #烧烤# #冰激凌#,1.0
339,一般般，味道也还可以，人多去吃的划算！,0.0
340,只能说一般吧，没b馆的好，菜品太少，不值这个价,-1.0
341,总体不太满意。。。菜品少饮料少，也就蛋糕还好些,-1.0
342,味道可以，蛋糕很好吃。菜品丰富。。。下次还来哦,0.0
343,价格不贵，但是味道一般，没有太好吃，也没有太难吃，中规中矩吧,0.0
344,很好，东西很全,1.0
345,菜品还可以，就是。。服务不太好。盘子和食物差得有点远，，不好搞丫,-1.0
346,总体不太好，上菜速度太慢，菜品不是特别多，小吃还不错。,-1.0
347,都去过很多次了，喜欢自己烤，想吃什么烤什么，很多好吃的,1.0
348,一个字，好,1.0
349,吃了好多次了，但是还是很喜欢,1.0
350,还可以，也就是龙湖，坐车也很方便，很安逸很好吃。,1.0
351,北京烤鸭的师傅有点抠门 每次都只给一片 态度也不好哎 感觉好吃是好吃 我们又不是吃不完 感觉太过抠门不好啊,0.0
352,之前看了评价说没有几年前好，几年前刚开业的时候，那时候正好大四，经常去光顾，当时真的觉得很好，对于学生来说，已经很满足了，应有尽有。但是这一次光顾，不知道是自己的要求高了吗，还是确实不如以前了，感觉没有以前好了，味道了也很一般，鸡皮吃的时候有一股酸味，希望店家注意一下，越做越好！,1.0
353, #石锅拌饭#,1.0
354,烤的肉的种类感觉比较少  小吃和熟食不少非常好吃,1.0
355,人蛮多的，海鲜种类繁多但是冰冻太久了，小吃饮料也多。,0.0
356,寿司还可以，就是环境不太好，好挤啊,-1.0
357,这里的火锅汤底真的真的超级难吃，一定一定不要加,1.0
358,看起来还可以哈 真的不开玩笑 差点吐了 肉都是合成肉 一点不新鲜 我们算是知道哭着吃东西是什么体验了  4.2分都高了 一分都不夸张  超级难吃   牛排是老的 肉是不新鲜的 熟食是凉的 烤鸭面皮是厚的 没吃过这么 呃。。味道奇怪的泡菜  不管什么放上去都粘锅  感觉吃了一餐毒药  如果你在看评论 不要考虑这家 😒,-1.0
359,现在比以前好多了。以前真心不喜欢这种。现在改进了，好很多了。,1.0
360,肉类都是合成肉，很脏，菜品与图片非常不符合，环境差。,-1.0
361,没有最早好，海鲜不新鲜，没啥吃头！,-1.0
362,还行，好吃的菜不多，不送汤锅是个失望！,0.0
363,越来越撇了，希望老板有所改进。,0.0
364,经常去的一家烤肉店，性价比挺高，味道也还过得去，菜品还可以，比较推荐去吃,0.0
365,生蚝超棒，饺子超好吃，寿司超好吃，还有皮包鸡超好吃，但是肉有一股怪味，烤的肉都有，没有吃的下去,-1.0
366,真心好吃,1.0
367,服务还不错，就是牛排没有。人也很多。还不错,1.0
368,说实话，真的很一般，做得没有三年前好吃了，影响心情,-1.0
369,很便宜！晚上去的，人很多…东西敲级多。但是面包蛋糕很不新鲜，用的碗碟很脏很脏。 #北京烤鸭# #韩式烤肉# #日本寿司韩国拌饭# #哈密瓜火龙果# #肉酱# #鱼肉# #五花肉#,1.0
370,味道不怎么样 反正也就值这个价了吧,0.0
371,菜品不错，种类丰富，味道也还可以。,1.0
372,很好吃,1.0
373,非常满意。服务员都很热情，菜品丰富味道好。,1.0
374,感觉不干净啊  肚子拉惨了  人都虚了,-1.0
375,还行，分量肯定是够的，就是需要排队，希望这家店把规模搞大点。,1.0
376,味道很好，才情好多,1.0
377,菜品多，人也多，就是吃了拉肚子，拉了一晚上,-1.0
378,去了两三次了这次的蛋糕不怎么好吃 牛肉感觉有水 翅中还可以 蛋挞好吃 泡菜好吃 寿司也可以 总的来说还是很好的,1.0
379,环境还可以，这家店生意不错。。,0.0
380,点心不错,1.0
381,首先，不是本地人。因为以前在其他地方吃的汉丽轩都很不错。所以选择来了这家店。进店第一感觉。很闷。不知道是不开空调还是怎么。进店后自己找座位，没有服务员带。桌上那个小的抽烟机根本就没开。一个厅全是烟。在饮料区那个地方有一股莫名的臭味。在来说熟食。基本都是冷的。没有盒装瓶装饮料。最奇葩的是要用盘子打碟子。这个技能我真的还没学会。服务态度那些都不说了。基本没人管你。菜品又少。看图吧。拍照时间是七点三十。,-1.0
382,菜品还是很多，味道也不错，还行吧,1.0
383,菜品较多，不过今天来饮料比多。。。。。。。。。,0.0
384,就是环境差了点，其他的还可以吧,0.0
385,想吐实在不行了菜收的太快越来越差,-1.0
386,挺不错的,1.0
387,吃了很多次了  菜品不错   人太多了  以前晚去一点有的菜就没了或是很久才上    现在是基本都有菜 #小点心# #牛肉# #慕斯蛋糕# #小蛋糕# #小糕点#,1.0
388,回头客，请人吃饭想到这家自助餐的味道还不错，菜品丰富就来了，因为很久没来吃了，发现很多都变了，菜品没有以前丰富了，加了牛排和烤鸭，其他的到没啥了,1.0
389,好吃。,1.0
390,真是我吃的最难吃的自助餐 居然还是大学城第一what？？？是在逗我们吗！！！和室友一起去吃 真的是郁闷死了 菜品也不新鲜 肉一点也不好 甜点 哎 真的难吃的绝了 收钱的态度也不好,-1.0
391,东西全都一般般！不怎么样！！！,-1.0
392,绝对好评！一个人去吃的，热菜特别多，简直良心，小吃也是，最爱吃寿司🍣简直不摆了！哈哈，下次还会来（○｀ 3′○） #甜品# #小点心# #慕斯蛋糕# #寿司蛋糕# #奶茶# #鲜榨西瓜汁西米露# #咖喱鸡# #烤红薯# #布丁# #烤鸭# #抹茶蛋糕# #小蛋糕#,1.0
393,鸡肉是酸的。感觉许多菜都是过期的。样子很好，味道很差。,-1.0
394,还可以吧中规中矩没什么问题对得起这个价位了,0.0
395,菜品种类挺多的 味道也还不错 就是没订位置人太多了 等了很久,0.0
396,很好  环境可以  服务好  加了10元得了一个火锅  辣的我遭不住    很好的！！,1.0
397, #小点心# #寿司卷# #日本寿司韩国拌饭# #五花肉#,1.0
398, #牛排# #冰激凌# #虾# #鲜榨果汁#,1.0
399,开头加热的机器有问题，不过后来小哥及时换了一个位置，总之，OK,0.0
400,今天是停电好几次，吃个饭都不安生！！再也不去这家！菜品也没沙坪坝那家好！,-1.0
401,服务员比较少，真的是靠自助！不过叫到服务员了还是比较热心的，看到我们带了小朋友，热情的搬来儿童餐椅，还送了小朋友一根棒棒糖！,1.0
402,菜品挺多的  味道还可以  就是感觉火有点小 烤挺久都烤不好,0.0
403,品类超级多，性价比高，环境很好，你值得拥有,1.0
404,菜蛮多的喔，确实挺不错，很火热，人多。,1.0
405,"还可就是自助饮料少了点",1.0
406,服务态度很好的，前台很热心，菜品还不错，种类较多，口味也比较适宜，环境不是很优雅，不过也可以的。有机会想再去一次。,0.0
407,눈_눈(๑•́ωก̀๑)ｸﾞｯ!(๑•̀ㅂ•́)و✧(・ω< )★(๑˙ー˙๑) #虾# #牛排# #北京烤鸭#,0.0
408,性价比超高，菜品丰富，唯一不满意的就是餐盘没有洗干净，请注意。,0.0
409,饮料太少  还是散装的😓…………,0.0
410,味道不错，就是有点辣。。吃火锅还要另外加钱,0.0
411,不错不错，来过好几次了，推荐你们来试试,0.0
412,一般般，不怎么好，去晚了就得没什么了，地上滑，摔跤,-1.0
413,油烟味太大  其他还好    秋刀鱼很好吃,0.0
414,菜品不齐 环境差不说 味道也不好 收菜的时候不提醒客人一下 快吃完了想吃点水果结果已经收了 自助餐里吃的最不好的一回 菜都是凉的不新鲜 再也不会去吃了 烤肉都是自己换纸 根本没有服务员上来帮忙 态度也不好 烤肉里面的渣渣,-1.0
415,很棒.菜色全满意，味道好，看着也算卫生,1.0
416,菜品多，味道好，东西新鲜，好吃,0.0
417,今天菜太少，其他都很好很好很好,0.0
418,菜品很多，饮料好喝，还有最喜欢的烤鸭。,1.0
419,味道很一般，但价格不便宜哦。哈哈,0.0
420,可以，值得推荐,1.0
421,真的不怎么好吃唉感觉心好累不怎么样,-1.0
422,还可以，很不错，安逸，巴适，饮料多,1.0
423,环境不错，口味好，菜品丰富，服务态度很好,0.0
424,东西还好吧，我去的时候没有大虾了，肉质比较一般，个人感觉还算可以，毕竟还不到五十，,0.0
425,一般，菜品不够新鲜，学生很多，这种餐厅主要针对学生吧，人太多,-1.0
426,菜品很多，第一次去是读大学的时候，哥哥带着我们宿舍的小伙伴们一起去的，现在和朋友一起来的，还是老样子吧,1.0
427,那里的牛肉很好吃很好吃很好吃,1.0
428,一般般，一般般一搬搬，地上滑……,-1.0
429,环境恶劣，没有涮锅，卫生差，菜类少，菜类难吃！,-1.0
430,挺好吃的  吃了两次了啊,1.0
431,环境还将就，菜品还比较干净，就是地板有点糊滑。,0.0
432,感觉越来越好了，菜品种类越来越多，现在还有现煎的牛排和碳烤烧烤了，非常不错。,1.0
433,不错的，很久以前去的，忘记评价 #抹茶蛋糕# #糕点# #烧烤#,0.0
434,服务可以，菜品可以，这个价格，还是差不多了，有牛排，有烤生蚝，只是得排队购买,0.0
435,味道不错，我和老公都是吃货，经常去烤爬爬虾,1.0
436,还可以 菜品是要比璧山的多 和很久不见的朋友一起去的 很开心,1.0
437,美滋滋,1.0
438,菜品还是可以 环境也不错 就是去的晚了感觉菜品不是很新鲜,0.0
439,还不错,1.0
440,还好吧 就是人太多了  菜品还行 蛋挞一会就没有了  烤鸭不好吃,0.0
441,性价比很高，菜品种类很多,1.0
442,每个自助餐菜品都差不多    味道不错   只是饮品少了一点   总之来说不错,1.0
443,很好  环境优美 味道巴适,1.0
444,菜品多，味道好，收盘也很快，很好吃,1.0
445,菜品多，味道好，收盘也挺快的，,1.0
446,还可以虾子很好吃，爬爬虾不错。都还可以。小吃很多，西瓜好吃,0.0
447,菜品还行，人挺多的，生意挺好,1.0
448,不错,1.0
449,菜很多，好吃，花样太多了，非常推荐。,1.0
450,还好,1.0
451,很喜欢，东西多味道不错,1.0
452, #牛肉#,1.0
453,菜品很多，也很新鲜，服务也很好，不愧是大学城评分第一的自助烤肉！,1.0
454,去的时候快关门了，但我们还是坐着吃完了,0.0
455,每次都是一块去好几个人，吃着还是不错的。,0.0
456,大一的时候去吃过，当时还是新开没多久的，感觉不错，这次带着朋友过去吃的。可能是时间久了，烤炉都变形了，而且烤的真是特！别！慢！放几片肉要等好久，而且五花肉切的很厚，烤好以后肥的地方都吃不下去。所有的菜品都是腌制过的，口味很咸，不知道喝了多少杯饮料。熟食区的那个好像是鸡米花吗，都咬不动，反正感觉不是很好。我们去的早，烤鸭还是供应不断，等到后来人多了，基本上就吃不到了。用餐体验一般吧，跟四年前有差距，希望店家以后越来做好。,0.0
457,不错，挺好的，价格实惠，品种多样,0.0
458,看到人多，牛排这些就不做。烤鸭什么得供不应求，而且不够新鲜。但是性价比真的很高！,1.0
459,菜品多，菜品精致度差点，，店面很大。。,1.0
460,不错，菜多,1.0
461,第一次尝试很不错，菜品比熙街这些烤肉的要新鲜些价格倒是差不多，还有牛排烤串都挺好吃的，看到胃口无比好棒棒的哈哈哈哈，主要是便宜而且干净卫生，看起都舒服的多。,1.0
462,蛮不错的，地方也好找，对于喜欢吃肉的我和我室友这一群吃货来说，这家是个挺不错的选择，每次一想吃肉就会找各种好吃的，这家肉的种类挺多的，感觉也还可以，海鲜啊也有一些，就是饮料不方便，没有单独的饮料，必须拿着杯子去接，很不方便，希望能改善 #牛肉# #五花肉# #培根# #肥牛# #鸡皮# #鱿鱼须# #抹茶蛋糕# #燕子鱼# #糕点# #甜品# #小糕点# #小蛋糕# #小点心# #虾# #大虾#,1.0
463,环境一般吧，看大家的喜爱不同吧,0.0
464,很棒,1.0
465,菜品还好吧，没有以前的丰富了，新加了牛排和烤鸭，整体环境还好吧,1.0
466,环境好，服务好，就是地有些滑。菜品很多，味道也好,1.0
467,还可以吧，但是感觉人太多了，吃点就感觉腻了，吃不了多少,1.0
468,去好几次了菜品比较多,1.0
469,可以的 就是糕点不怎么安逸,1.0
470,我喜欢里面的寿司和点心！没有试火锅  下次吧,0.0
471, #五花肉# #培根# #小糕点# #虾# #南瓜# #墨鱼仔#,1.0
472,菜品越来越差劲了，好吃的贵的都下架了，不实惠,-1.0
473,菜品还行吧，不是很多，没有第一次的时候菜多了,0.0
474,很好，菜品丰富，很好吃,1.0
475,爆好吃,1.0
476,菜品不新鲜  很不新鲜  真的不新鲜  一点都不新鲜,-1.0
477,菜还可以   小吃东西也多,1.0
478,很好，态度好，味道好，第二次来这里了。有喜欢的的朋友可以来看看,1.0
479,吃得好饱，我和老公两个人去的。,1.0
480,环境不太好，让人食欲大减，不开心,-1.0
481,还可以，比较实惠，也挺干净的，味道也还行，可以试试,0.0
482,这几年去了有几十次了吧，感觉人还是跟之前一样多，但是菜品跟以前比味道差了，现在去没有一样是觉得好吃的，价钱倒是还比以前便宜了。可能是抽风机老化了，里面油烟味太大了现在，吃个饭满身油烟味，喉咙都被熏疼了，以后不想再去了,-1.0
483,很好吃，肉感觉很新鲜，就是羊肉的味道太膻了，除了羊肉，其他的都很好吃。,1.0
484,换纸都要自己弄，反正不太贵，位置也没好找，反正我不会再去了,0.0
485,还不错，菜品多，种类多，也挺干净的。,1.0
486,第一次买只花了36还返了18的优惠券，很实惠，本来以为中午菜品肯定不行，结果，跟晚上没差，吃的很满足，中午人少，我们人多，吃了两个半小时，东西还有点没吃完，店家没说什么，只是路有点滑，要注意。比欣阳广场的要好点，有机会再去。,1.0
487,超级好吃  东西很多   寿司特别好吃,1.0
488,可以，吃了很多次了,1.0
489,肉挺多的，海鲜一般般，但是对得起这个价格，只是服务员比较少有点不方便,1.0
490,中午来的人不是很多有的熟食都冷了，这次桌子的火🔥很小，不过总体来说还可以,1.0
491,感觉去的时候都没有好多菜了，肉类种类偏少！希望有所改善,-1.0
492,差劲👎👎👎👎👎👎👎👎👎再也不会去了,-1.0
493,还可以，去了3次了,1.0
494,还可以的,1.0
495,菜品不够新鲜，态度根据人数多少决定，去的人多态度就好，一两个人的话就等着吧,-1.0
496,菜品偏咸。可能是因为提前码料了。然后就是烟完全出不去的感觉。还是可以 服务态度很好,-1.0
497,很满意！好吃的很多！客人也挺多的！而且便宜！,1.0
498,好 #牛肉#,1.0
499,口味还可以，但是喜欢吃的几样没了。总体来说还是比较直,1.0
500,好就好,1.0
501,还可以吧，价格也还实惠。不错的,0.0
502,团购的，菜品样式很多，海鲜也新鲜。 #牛肉# #培根# #鱿鱼须# #拌菜#,1.0
503,跟家人去吃的，就是油烟太大，味道和种类不错，很喜欢,1.0
504,菜品可以，环境一般，没空调，，，，，，,-1.0
505,环境很棒，服务态度很好，楼上施工吵，跟他们说了，他们态度很好，一会儿就解决了，最重要的是菜品很丰富，很好吃，这次超级满意的，吃得饱饱的😊,1.0
506,上次忘了评价。这是第二次去吃，因为以前去了之后就很长时间没有走大学城方向了。但是地点还是一直都记得的。,1.0
507,还不错，工作人员的态度超级好。我和朋友都觉得听好吃的,0.0
508,还行,1.0
509,人太多了，吃的很少了。还排队，第二次吃味道不好,0.0
510,这个价格还可以吧感觉，就是环境有点油腻,-1.0
511,菜品比以前多了，去晚了要排队，大学城不错的自助餐,1.0
512,炒鸡棒好吗！每次都吃不够，而且很撑！性价比高呢！,1.0
513,有点拉肚子 😂啊啊啊啊阿奇啊啊啊啊啊,-1.0
514,完全吃不进去，可能是口味不对吧,-1.0
515,还行挺好吃的，大叔做的鹅肉不错，好多好多好吃的，可惜很快就饱了,-1.0
516,很不错，态度好味道好，还有北京烤鸭 #五花肉# #烧烤# #小蛋糕# #甜品# #抹茶蛋糕# #牛排# #锅包肉# #培根肉# #烤鸭#,1.0
517,吃了几次了，很不错。妈妈很喜欢,1.0
518,菜品太少，烤肉类也很少，菜里面还头发！唯一一点好一点的就是水果还比较满意,-1.0
519,很多都冷了，但是点心很不错。。。。。。。。,0.0
520,价格还不错，你喜欢就好。,1.0
521,菜品一般，都是些涨肚子的东西，吃点点就饱了,0.0
522,感觉味道不是很合意 有点咸。然后窗户有个坏的 透风,-1.0
523,已经去吃了好几次了，菜品不错，挺丰富的，就是这次没有吃到鸡翅，有点遗憾。,1.0
524,好出了饮料不好菜品至少我喜欢吃的应有尽有,1.0
525,菜很少  亲眼看见一只老鼠从包寿司的饭里爬过，走近看里面的环境脏乱 以后不会再来了 ！！！,-1.0
526,菜品还可以，服务一般，装修一般.....,0.0
